SPEC,COMMONNAME,SCINAME,SPEC6,CONF6,CONF,SP,Sort Order,Order,Family,Subfamily
PBHE,Pale-bellied Hermit,Phaethornis anthophilus,PHAANT,,,,769,Apodiformes,Trochilidae,Phaethornithinae
STHR,Stripe-throated Hermit,Phaethornis striigularis,PHASTR,,*,,770,Apodiformes,Trochilidae,Phaethornithinae
GFRL,Green-fronted Lancebill,Doryfera ludovicae,DORLUD,,*,,771,Apodiformes,Trochilidae,Trochilinae
BRVI,Brown Violetear,Colibri delphinae,COLDEL,,,,772,Apodiformes,Trochilidae,Trochilinae
GREV,Green Violetear,Colibri thalassinus,COLTHA,,*,,773,Apodiformes,Trochilidae,Trochilinae
TBHU,Tooth-billed Hummingbird,Androdon aequatorialis,ANDAEQ,,,,774,Apodiformes,Trochilidae,Trochilinae
PCFA,Purple-crowned Fairy,Heliothryx barroti,HELBAR,,,,775,Apodiformes,Trochilidae,Trochilinae
RTOH,Ruby-topaz Hummingbird,Chrysolampis mosquitus,CHRMOS,,*,,776,Apodiformes,Trochilidae,Trochilinae
GNBM,Green-breasted Mango,Anthracothorax prevostii,ANTPRE,,*,,777,Apodiformes,Trochilidae,Trochilinae
BTMA,Black-throated Mango,Anthracothorax nigricollis,ANTNIG,,,,778,Apodiformes,Trochilidae,Trochilinae
VEMA,Veraguan Mango,Anthracothorax veraguensis,ANTVER,,,,779,Apodiformes,Trochilidae,Trochilinae
ANMA,Antillean Mango,Anthracothorax dominicus,ANTDOM,,,,780,Apodiformes,Trochilidae,Trochilinae
GMAG,Green Mango,Anthracothorax viridis,ANTVIR,,*,,781,Apodiformes,Trochilidae,Trochilinae
JAMA,Jamaican Mango,Anthracothorax mango,ANTMAN,,,,782,Apodiformes,Trochilidae,Trochilinae
PTCA,Purple-throated Carib,Eulampis jugularis,EULJUG,,,,783,Apodiformes,Trochilidae,Trochilinae
GTCA,Green-throated Carib,Eulampis holosericeus,EULHOL,,,,784,Apodiformes,Trochilidae,Trochilinae
GRET,Green Thorntail,Discosura conversii,DISCON,,*,,785,Apodiformes,Trochilidae,Trochilinae
SCCO,Short-crested Coquette,Lophornis brachylophus,LOPBRA,,,,786,Apodiformes,Trochilidae,Trochilinae
RCRC,Rufous-crested Coquette,Lophornis delattrei,LOPDEL,,*,,787,Apodiformes,Trochilidae,Trochilinae
BCCO,Black-crested Coquette,Lophornis helenae,LOPHEL,,,,788,Apodiformes,Trochilidae,Trochilinae
WCCO,White-crested Coquette,Lophornis adorabilis,LOPADO,,,,789,Apodiformes,Trochilidae,Trochilinae
GRPU,Greenish Puffleg,Haplophaedia aureliae,HAPAUR,,,,790,Apodiformes,Trochilidae,Trochilinae
GCBR,Green-crowned Brilliant,Heliodoxa jacula,HELJAC,,,,791,Apodiformes,Trochilidae,Trochilinae
MAHU,Magnificent Hummingbird,Eugenes fulgens,EUGFUL,,,,792,Apodiformes,Trochilidae,Trochilinae
FTHU,Fiery-throated Hummingbird,Panterpe insignis,PANINS,,,,793,Apodiformes,Trochilidae,Trochilinae
LBST,Long-billed Starthroat,Heliomaster longirostris,HELLON,,,,794,Apodiformes,Trochilidae,Trochilinae
PCST,Plain-capped Starthroat,Heliomaster constantii,HELCON,,,,795,Apodiformes,Trochilidae,Trochilinae
GTMG,Green-throated Mountain-gem,Lampornis viridipallens,LAMVIR,,,,796,Apodiformes,Trochilidae,Trochilinae
GBMG,Green-breasted Mountain-gem,Lampornis sybillae,LAMSYB,,,,797,Apodiformes,Trochilidae,Trochilinae
ATHU,Amethyst-throated Hummingbird,Lampornis amethystinus,LAMAME,,,,798,Apodiformes,Trochilidae,Trochilinae
BTHH,Blue-throated Hummingbird,Lampornis clemenciae,LAMCLE,,*,,799,Apodiformes,Trochilidae,Trochilinae
WBMG,White-bellied Mountain-gem,Lampornis hemileucus,LAMHEM,,,,800,Apodiformes,Trochilidae,Trochilinae
PTMG,Purple-throated Mountain-gem,Lampornis calolaemus,LAMCAL,,,,801,Apodiformes,Trochilidae,Trochilinae
WTMG,White-throated Mountain-gem,Lampornis castaneoventris,LAMCAS,,,,802,Apodiformes,Trochilidae,Trochilinae
GATH,Garnet-throated Hummingbird,Lamprolaima rhami,LAMRHA,,*,,803,Apodiformes,Trochilidae,Trochilinae
BAWO,Bahama Woodstar,Calliphlox evelynae,CALEVE,,,,804,Apodiformes,Trochilidae,Trochilinae
MTWO,Magenta-throated Woodstar,Calliphlox bryantae,CALBRY,,,,805,Apodiformes,Trochilidae,Trochilinae
PTWO,Purple-throated Woodstar,Calliphlox mitchellii,CALMIT,,,,806,Apodiformes,Trochilidae,Trochilinae
SLSH,Slender Sheartail,Doricha enicura,DORENI,,,,807,Apodiformes,Trochilidae,Trochilinae
MESH,Mexican Sheartail,Doricha eliza,DORELI,,,,808,Apodiformes,Trochilidae,Trochilinae
SKTH,Sparkling-tailed Hummingbird,Tilmatura dupontii,TILDUP,,*,,809,Apodiformes,Trochilidae,Trochilinae
LUHU,Lucifer Hummingbird,Calothorax lucifer,CALLUC,,,,810,Apodiformes,Trochilidae,Trochilinae
BEAH,Beautiful Hummingbird,Calothorax pulcher,CALPUL,,*,,811,Apodiformes,Trochilidae,Trochilinae
RTHU,Ruby-throated Hummingbird,Archilochus colubris,ARCCOL,,,,812,Apodiformes,Trochilidae,Trochilinae
BCHU,Black-chinned Hummingbird,Archilochus alexandri,ARCALE,,,,813,Apodiformes,Trochilidae,Trochilinae
VEHU,Vervain Hummingbird,Mellisuga minima,MELMIN,,,,814,Apodiformes,Trochilidae,Trochilinae
BEEH,Bee Hummingbird,Mellisuga helenae,MELHEL,,*,,815,Apodiformes,Trochilidae,Trochilinae
ANHU,Anna's Hummingbird,Calypte anna,CALANN,,,,816,Apodiformes,Trochilidae,Trochilinae
COHU,Costa's Hummingbird,Calypte costae,CALCOS,,,,817,Apodiformes,Trochilidae,Trochilinae
BUHU,Bumblebee Hummingbird,Atthis heloisa,ATTHEL,,,,818,Apodiformes,Trochilidae,Trochilinae
WTHH,Wine-throated Hummingbird,Atthis ellioti,ATTELL,,*,,819,Apodiformes,Trochilidae,Trochilinae
BTAH,Broad-tailed Hummingbird,Selasphorus platycercus,SELPLA,,*,,820,Apodiformes,Trochilidae,Trochilinae
RUHU,Rufous Hummingbird,Selasphorus rufus,SELRUF,,,,821,Apodiformes,Trochilidae,Trochilinae
ALHU,Allen's Hummingbird,Selasphorus sasin,SELSAS,,,,822,Apodiformes,Trochilidae,Trochilinae
VOHU,Volcano Hummingbird,Selasphorus flammula,SELFLA,,,,823,Apodiformes,Trochilidae,Trochilinae
GLTH,Glow-throated Hummingbird,Selasphorus ardens,SELARD,,*,,824,Apodiformes,Trochilidae,Trochilinae
SCHU,Scintillant Hummingbird,Selasphorus scintilla,SELSCI,,,,825,Apodiformes,Trochilidae,Trochilinae
CAHU,Calliope Hummingbird,Selasphorus calliope,SELCAL,,,,826,Apodiformes,Trochilidae,Trochilinae
USHU,Unidentified Selasphorus Hummingbird,Selaphorus (sp),SELSPS,*,,+,827,Apodiformes,Trochilidae,
GCEM,Golden-crowned Emerald,Chlorostilbon auriceps,CHLAUR,,,,828,Apodiformes,Trochilidae,Trochilinae
COEM,Cozumel Emerald,Chlorostilbon forficatus,CHLFOR,,,,829,Apodiformes,Trochilidae,Trochilinae
CAEM,Canivet's Emerald,Chlorostilbon canivetii,CHLCAV,*,,,830,Apodiformes,Trochilidae,Trochilinae
GAEM,Garden Emerald,Chlorostilbon assimilis,CHLASS,,,,831,Apodiformes,Trochilidae,Trochilinae
CUEM,Cuban Emerald,Chlorostilbon ricordii,CHLRIC,,,,832,Apodiformes,Trochilidae,Trochilinae
BREM,Brace's Emerald,Chlorostilbon bracei,CHLBRA,,,,833,Apodiformes,Trochilidae,Trochilinae
HIEM,Hispaniolan Emerald,Chlorostilbon swainsonii,CHLSWA,,,,834,Apodiformes,Trochilidae,Trochilinae
PREM,Puerto Rican Emerald,Chlorostilbon maugaeus,CHLMAU,,,,835,Apodiformes,Trochilidae,Trochilinae
DUHU,Dusky Hummingbird,Cynanthus sordidus,CYNSOR,,,,836,Apodiformes,Trochilidae,Trochilinae
BBIH,Broad-billed Hummingbird,Cynanthus latirostris,CYNLAT,,*,,837,Apodiformes,Trochilidae,Trochilinae
BHHU,Blue-headed Hummingbird,Cyanophaia bicolor,CYABIC,,,,838,Apodiformes,Trochilidae,Trochilinae
VHHU,Violet-headed Hummingbird,Klais guimeti,KLAGUI,,,,839,Apodiformes,Trochilidae,Trochilinae
ECHU,Emerald-chinned Hummingbird,Abeillia abeillei,ABEABE,,,,840,Apodiformes,Trochilidae,Trochilinae
ANCH,Antillean Crested Hummingbird,Orthorhyncus cristatus,ORTCRI,,*,,841,Apodiformes,Trochilidae,Trochilinae
SBRH,Scaly-breasted Hummingbird,Phaeochroa cuvierii,PHACUV,,*,,842,Apodiformes,Trochilidae,Trochilinae
WTSA,Wedge-tailed Sabrewing,Campylopterus curvipennis,CAMCUR,,,,843,Apodiformes,Trochilidae,Trochilinae
LTSA,Long-tailed Sabrewing,Campylopterus excellens,CAMEXC,,,,844,Apodiformes,Trochilidae,Trochilinae
RUSA,Rufous Sabrewing,Campylopterus rufus,CAMRUS,*,,,845,Apodiformes,Trochilidae,Trochilinae
VISA,Violet Sabrewing,Campylopterus hemileucurus,CAMHEM,,,,846,Apodiformes,Trochilidae,Trochilinae
STHM,Stripe-tailed Hummingbird,Eupherusa eximia,EUPEXI,,*,,847,Apodiformes,Trochilidae,Trochilinae
BCAH,Blue-capped Hummingbird,Eupherusa cyanophrys,EUPCYP,*,*,,848,Apodiformes,Trochilidae,Trochilinae
WTAH,White-tailed Hummingbird,Eupherusa poliocerca,EUPPOL,,*,,849,Apodiformes,Trochilidae,Trochilinae
BLBH,Black-bellied Hummingbird,Eupherusa nigriventris,EUPNIG,,*,,850,Apodiformes,Trochilidae,Trochilinae
WTEM,White-tailed Emerald,Elvira chionura,ELVCHI,,,,851,Apodiformes,Trochilidae,Trochilinae
CHEM,Coppery-headed Emerald,Elvira cupreiceps,ELVCUP,,,,852,Apodiformes,Trochilidae,Trochilinae
SNOC,Snowcap,Microchera albocoronata,MICALB,,*,,853,Apodiformes,Trochilidae,Trochilinae
WVPL,White-vented Plumeleteer,Chalybura buffonii,CHABUF,,,,854,Apodiformes,Trochilidae,Trochilinae
BTPL,Bronze-tailed Plumeleteer,Chalybura urochrysia,CHAURO,,,,855,Apodiformes,Trochilidae,Trochilinae
MEWO,Mexican Woodnymph,Thalurania ridgwayi,THARID,,,,856,Apodiformes,Trochilidae,Trochilinae
VCWO,Violet-crowned Woodnymph,Thalurania colombica,THACOL,,,,857,Apodiformes,Trochilidae,Trochilinae
GNCW,Green-crowned Woodnymph,Thalurania fannyi,THAFAN,,*,,858,Apodiformes,Trochilidae,Trochilinae
WBEM,White-bellied Emerald,Amazilia candida,AMACAN,,,,859,Apodiformes,Trochilidae,Trochilinae
HOEM,Honduran Emerald,Amazilia luciae,AMALUC,,,,860,Apodiformes,Trochilidae,Trochilinae
BCHH,Blue-chested Hummingbird,Amazilia amabilis,AMAAMB,*,*,,861,Apodiformes,Trochilidae,Trochilinae
CHHU,Charming Hummingbird,Amazilia decora,AMADEC,,,,862,Apodiformes,Trochilidae,Trochilinae
MANH,Mangrove Hummingbird,Amazilia boucardi,AMABOU,,*,,863,Apodiformes,Trochilidae,Trochilinae
AZCH,Azure-crowned Hummingbird,Amazilia cyanocephala,AMACYC,*,*,,864,Apodiformes,Trochilidae,Trochilinae
BEHU,Berylline Hummingbird,Amazilia beryllina,AMABER,,,,865,Apodiformes,Trochilidae,Trochilinae
BTLH,Blue-tailed Hummingbird,Amazilia cyanura,AMACYR,*,*,,866,Apodiformes,Trochilidae,Trochilinae
SVHU,Steely-vented Hummingbird,Amazilia saucerrottei,AMASAU,,,,867,Apodiformes,Trochilidae,Trochilinae
SBEH,Snowy-bellied Hummingbird,Amazilia edward,AMAEDW,,*,,868,Apodiformes,Trochilidae,Trochilinae
RTAH,Rufous-tailed Hummingbird,Amazilia tzacatl,AMATZA,,*,,869,Apodiformes,Trochilidae,Trochilinae
BBEH,Buff-bellied Hummingbird,Amazilia yucatanensis,AMAYUC,,*,,870,Apodiformes,Trochilidae,Trochilinae
CIHU,Cinnamon Hummingbird,Amazilia rutila,AMARUT,,,,871,Apodiformes,Trochilidae,Trochilinae
VCHU,Violet-crowned Hummingbird,Amazilia violiceps,AMAVIO,,,,872,Apodiformes,Trochilidae,Trochilinae
GFHU,Green-fronted Hummingbird,Amazilia viridifrons,AMAVIF,*,,,873,Apodiformes,Trochilidae,Trochilinae
STRM,Streamertail,Trochilus polytmus,TROPOL,,*,,874,Apodiformes,Trochilidae,Trochilinae
PIHU,Pirre Hummingbird,Goethalsia bella,GOEBEL,,,,875,Apodiformes,Trochilidae,Trochilinae
VCAH,Violet-capped Hummingbird,Goldmania violiceps,GOLVIO,,*,,876,Apodiformes,Trochilidae,Trochilinae
SHTH,Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,LEPCOE,,*,,877,Apodiformes,Trochilidae,Trochilinae
VBHU,Violet-bellied Hummingbird,Damophila julie,DAMJUL,,,,878,Apodiformes,Trochilidae,Trochilinae
HUSA,Humboldt's Sapphire,Hylocharis humboldtii,HYLHUM,,*,,879,Apodiformes,Trochilidae,Trochilinae
BTRG,Blue-throated Goldentail,Hylocharis eliciae,HYLELI,,*,,880,Apodiformes,Trochilidae,Trochilinae
WEHU,White-eared Hummingbird,Hylocharis leucotis,HYLLEU,,,,881,Apodiformes,Trochilidae,Trochilinae
XAHU,Xantus's Hummingbird,Hylocharis xantusii,HYLXAN,,,,882,Apodiformes,Trochilidae,Trochilinae
UNHU,Unidentified Hummingbird,"Trochilidae (gen, sp)",TRCGSP,*,,+,883,Apodiformes,Trochilidae,
CUTR,Cuban Trogon,Priotelus temnurus,PRITEM,,,,884,Trogoniformes,Trogonidae,Trogoninae
HITR,Hispaniolan Trogon,Priotelus roseigaster,PRIROS,,,,885,Trogoniformes,Trogonidae,Trogoninae
LTTR,Lattice-tailed Trogon,Trogon clathratus,TROCLA,,,,886,Trogoniformes,Trogonidae,Trogoninae
STTR,Slaty-tailed Trogon,Trogon massena,TROMAS,,,,887,Trogoniformes,Trogonidae,Trogoninae
BTAT,Black-tailed Trogon,Trogon melanurus,TROMER,*,*,,888,Trogoniformes,Trogonidae,Trogoninae
BHTR,Black-headed Trogon,Trogon melanocephalus,TROMEC,*,,,889,Trogoniformes,Trogonidae,Trogoninae
CITR,Citreoline Trogon,Trogon citreolus,TROCIT,,,,890,Trogoniformes,Trogonidae,Trogoninae
WTAT,White-tailed Trogon,Trogon chionurus,TROCHI,,*,,891,Trogoniformes,Trogonidae,Trogoninae
BATR,Baird's Trogon,Trogon bairdii,TROBAI,,,,892,Trogoniformes,Trogonidae,Trogoninae
GATR,Gartered Trogon,Trogon caligatus,TROCAL,,,,893,Trogoniformes,Trogonidae,Trogoninae
BTHT,Black-throated Trogon,Trogon rufus,TRORUS,*,*,,894,Trogoniformes,Trogonidae,Trogoninae
ELTR,Elegant Trogon,Trogon elegans,TROELE,,,,895,Trogoniformes,Trogonidae,Trogoninae
MOTR,Mountain Trogon,Trogon mexicanus,TROMEX,,,,896,Trogoniformes,Trogonidae,Trogoninae
COTR,Collared Trogon,Trogon collaris,TROCOL,,,,897,Trogoniformes,Trogonidae,Trogoninae
OBTR,Orange-bellied Trogon,Trogon aurantiiventris,TROAUR,,,,898,Trogoniformes,Trogonidae,Trogoninae
EAQU,Eared Quetzal,Euptilotis neoxenus,EUPNEO,,,,899,Trogoniformes,Trogonidae,Trogoninae
GHQU,Golden-headed Quetzal,Pharomachrus auriceps,PHAAUC,*,,,900,Trogoniformes,Trogonidae,Trogoninae
REQU,Resplendent Quetzal,Pharomachrus mocinno,PHAMOC,,,,901,Trogoniformes,Trogonidae,Trogoninae
EHOO,Eurasian Hoopoe,Upupa epops,UPUEPO,,*,,902,Upupiformes,Upupidae,
CUTO,Cuban Tody,Todus multicolor,TODMUL,,,,903,Coraciiformes,Todidae,
BBTO,Broad-billed Tody,Todus subulatus,TODSUB,,,,904,Coraciiformes,Todidae,
NBTO,Narrow-billed Tody,Todus angustirostris,TODANG,,,,905,Coraciiformes,Todidae,
JATO,Jamaican Tody,Todus todus,TODTOD,,,,906,Coraciiformes,Todidae,
PRTO,Puerto Rican Tody,Todus mexicanus,TODMEX,,,,907,Coraciiformes,Todidae,
TOMO,Tody Motmot,Hylomanes momotula,HYLMOM,,,,908,Coraciiformes,Momotidae,
BTMO,Blue-throated Motmot,Aspatha gularis,ASPGUL,,,,909,Coraciiformes,Momotidae,
RCMO,Russet-crowned Motmot,Momotus mexicanus,MOMMEX,,,,910,Coraciiformes,Momotidae,
BCMO,Blue-crowned Motmot,Momotus momota,MOMMOM,,,,911,Coraciiformes,Momotidae,
RMOT,Rufous Motmot,Baryphthengus martii,BARMAR,,*,,912,Coraciiformes,Momotidae,
KBMO,Keel-billed Motmot,Electron carinatum,ELECAR,,,,913,Coraciiformes,Momotidae,
BBMO,Broad-billed Motmot,Electron platyrhynchum,ELEPLA,,,,914,Coraciiformes,Momotidae,
TBMO,Turquoise-browed Motmot,Eumomota superciliosa,EUMSUP,,,,915,Coraciiformes,Momotidae,
RIKI,Ringed Kingfisher,Megaceryle torquata,MEGTOR,,,,916,Coraciiformes,Alcedinidae,Cerylinae
BEKI,Belted Kingfisher,Megaceryle alcyon,MEGALC,,,,917,Coraciiformes,Alcedinidae,Cerylinae
AMKI,Amazon Kingfisher,Chloroceryle amazona,CHLAMA,,,,918,Coraciiformes,Alcedinidae,Cerylinae
GKIN,Green Kingfisher,Chloroceryle americana,CHLAME,,*,,919,Coraciiformes,Alcedinidae,Cerylinae
GARK,Green-and-rufous Kingfisher,Chloroceryle inda,CHLIND,,,,920,Coraciiformes,Alcedinidae,Cerylinae
APKI,American Pygmy Kingfisher,Chloroceryle aenea,CHLAEN,,,,921,Coraciiformes,Alcedinidae,Cerylinae
BAPU,Barred Puffbird,Nystalus radiatus,NYSRAD,,,,922,Piciformes,Bucconidae,
WNPU,White-necked Puffbird,Notharchus hyperrhynchus,NOTHYP,,,,923,Piciformes,Bucconidae,
BBPU,Black-breasted Puffbird,Notharchus pectoralis,NOTPEC,,,,924,Piciformes,Bucconidae,
PIPU,Pied Puffbird,Notharchus tectus,NOTTEC,,,,925,Piciformes,Bucconidae,
WWPU,White-whiskered Puffbird,Malacoptila panamensis,MALPAN,,,,926,Piciformes,Bucconidae,
LAMO,Lanceolated Monklet,Micromonacha lanceolata,MICLAN,,,,927,Piciformes,Bucconidae,
GCNU,Gray-cheeked Nunlet,Nonnula frontalis,NONFRO,,,,928,Piciformes,Bucconidae,
WFNU,White-fronted Nunbird,Monasa morphoeus,MONMOR,,,,929,Piciformes,Bucconidae,
DBJA,Dusky-backed Jacamar,Brachygalba salmoni,BRASAL,,,,930,Piciformes,Galbulidae,
RTJA,Rufous-tailed Jacamar,Galbula ruficauda,GALRUF,,,,931,Piciformes,Galbulidae,
GJAC,Great Jacamar,Jacamerops aureus,JACAUR,,*,,932,Piciformes,Galbulidae,
SCBA,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,*,,,933,Piciformes,Capitonidae,
RHBA,Red-headed Barbet,Eubucco bourcierii,EUBBOU,,,,934,Piciformes,Capitonidae,
PBBA,Prong-billed Barbet,Semnornis frantzii,SEMFRA,,,,935,Piciformes,Semnornithidae,
EMTO,Emerald Toucanet,Aulacorhynchus prasinus,AULPRA,,,,936,Piciformes,Ramphastidae,Ramphastinae
COAR,Collared Aracari,Pteroglossus torquatus,PTETOR,,,,937,Piciformes,Ramphastidae,Ramphastinae
FBAR,Fiery-billed Aracari,Pteroglossus frantzii,PTEFRA,,,,938,Piciformes,Ramphastidae,Ramphastinae
YETO,Yellow-eared Toucanet,Selenidera spectabilis,SELSPT,*,,,939,Piciformes,Ramphastidae,Ramphastinae
KBTO,Keel-billed Toucan,Ramphastos sulfuratus,RAMSUL,,,,940,Piciformes,Ramphastidae,Ramphastinae
BMTO,Black-mandibled Toucan,Ramphastos ambiguus,RAMAMB,,,,941,Piciformes,Ramphastidae,Ramphastinae
EUWR,Eurasian Wryneck,Jynx torquilla,JYNTOR,,,,942,Piciformes,Picidae,Jynginae
OLPI,Olivaceous Piculet,Picumnus olivaceus,PICOLI,,,,943,Piciformes,Picidae,Picumninae
ANPI,Antillean Piculet,Nesoctites micromegas,NESMIC,,,,944,Piciformes,Picidae,Picumninae
LEWO,Lewis's Woodpecker,Melanerpes lewis,MELLEW,,,,945,Piciformes,Picidae,Picinae
GUWO,Guadeloupe Woodpecker,Melanerpes herminieri,MELHER,,,,946,Piciformes,Picidae,Picinae
PRWO,Puerto Rican Woodpecker,Melanerpes portoricensis,MELPOR,,,,947,Piciformes,Picidae,Picinae
RHWO,Red-headed Woodpecker,Melanerpes erythrocephalus,MELERY,,,,948,Piciformes,Picidae,Picinae
ACWO,Acorn Woodpecker,Melanerpes formicivorus,MELFOR,,,,949,Piciformes,Picidae,Picinae
GNWO,Golden-naped Woodpecker,Melanerpes chrysauchen,MELCHC,*,,,950,Piciformes,Picidae,Picinae
BCWO,Black-cheeked Woodpecker,Melanerpes pucherani,MELPUC,,,,951,Piciformes,Picidae,Picinae
HIWO,Hispaniolan Woodpecker,Melanerpes striatus,MELSTR,,,,952,Piciformes,Picidae,Picinae
JAWO,Jamaican Woodpecker,Melanerpes radiolatus,MELRAD,,,,953,Piciformes,Picidae,Picinae
GCHW,Golden-cheeked Woodpecker,Melanerpes chrysogenys,MELCHG,*,*,,954,Piciformes,Picidae,Picinae
GBWO,Gray-breasted Woodpecker,Melanerpes hypopolius,MELHYI,*,,,955,Piciformes,Picidae,Picinae
YUWO,Yucatan Woodpecker,Melanerpes pygmaeus,MELPYG,,,,956,Piciformes,Picidae,Picinae
RCRW,Red-crowned Woodpecker,Melanerpes rubricapillus,MELRUB,,*,,957,Piciformes,Picidae,Picinae
GIWO,Gila Woodpecker,Melanerpes uropygialis,MELURO,,,,958,Piciformes,Picidae,Picinae
HOWO,Hoffmann's Woodpecker,Melanerpes hoffmannii,MELHOF,,,,959,Piciformes,Picidae,Picinae
GFWO,Golden-fronted Woodpecker,Melanerpes aurifrons,MELAUR,,,,960,Piciformes,Picidae,Picinae
RBWO,Red-bellied Woodpecker,Melanerpes carolinus,MELCAR,,,,961,Piciformes,Picidae,Picinae
WIWO,West Indian Woodpecker,Melanerpes superciliaris,MELSUP,,,,962,Piciformes,Picidae,Picinae
WISA,Williamson's Sapsucker,Sphyrapicus thyroideus,SPHTHY,,,,963,Piciformes,Picidae,Picinae
YBSA,Yellow-bellied Sapsucker,Sphyrapicus varius,SPHVAR,,,,964,Piciformes,Picidae,Picinae
RNSA,Red-naped Sapsucker,Sphyrapicus nuchalis,SPHNUC,,,,965,Piciformes,Picidae,Picinae
RRSH,Red-naped X Red-breasted Saps. Hybrid,Sphyrapicus nuchalis x ruber,SPHNUR,,,+,966,Piciformes,Picidae,Picinae
RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,SPHRUB,,,,967,Piciformes,Picidae,Picinae
UNSA,Unidentified Sapsucker,Sphyrapicus (sp),SPHSPE,,,+,968,Piciformes,Picidae,Picinae
CGWO,Cuban Green Woodpecker,Xiphidiopicus percussus,XIPPER,,,,969,Piciformes,Picidae,Picinae
GSWO,Great Spotted Woodpecker,Dendrocopos major,DENMAJ,,,,970,Piciformes,Picidae,Picinae
LBWO,Ladder-backed Woodpecker,Picoides scalaris,PICSCA,,,,971,Piciformes,Picidae,Picinae
NUWO,Nuttall's Woodpecker,Picoides nuttallii,PIDNUT,*,,,972,Piciformes,Picidae,Picinae
DOWO,Downy Woodpecker,Picoides pubescens,PICPUB,,,,973,Piciformes,Picidae,Picinae
SMBW,Smoky-brown Woodpecker,Picoides fumigatus,PICFUM,,*,,974,Piciformes,Picidae,Picinae
HAWO,Hairy Woodpecker,Picoides villosus,PICVIL,,,,975,Piciformes,Picidae,Picinae
ARWO,Arizona Woodpecker,Picoides arizonae,PICARI,,,,976,Piciformes,Picidae,Picinae
STCW,Strickland's Woodpecker,Picoides stricklandi,PICSTR,,*,,977,Piciformes,Picidae,Picinae
RCWO,Red-cockaded Woodpecker,Picoides borealis,PICBOR,,,,978,Piciformes,Picidae,Picinae
WHWO,White-headed Woodpecker,Picoides albolarvatus,PICALB,,,,979,Piciformes,Picidae,Picinae
ATTW,American Three-toed Woodpecker,Picoides dorsalis,PICDOR,,,,980,Piciformes,Picidae,Picinae
BBWO,Black-backed Woodpecker,Picoides arcticus,PICARC,,,,981,Piciformes,Picidae,Picinae
RRWO,Red-rumped Woodpecker,Veniliornis kirkii,VENKIR,,,,982,Piciformes,Picidae,Picinae
RWWO,Rufous-winged Woodpecker,Piculus simplex,PICSIM,,,,983,Piciformes,Picidae,Picinae
SCHW,Stripe-cheeked Woodpecker,Piculus callopterus,PICCAL,,*,,984,Piciformes,Picidae,Picinae
GGWO,Golden-green Woodpecker,Piculus chrysochloros,PICCHR,,,,985,Piciformes,Picidae,Picinae
GOWO,Golden-olive Woodpecker,Colaptes rubiginosus,COLRUB,,,,986,Piciformes,Picidae,Picinae
GYCW,Gray-crowned Woodpecker,Colaptes auricularis,COLAUC,*,*,,987,Piciformes,Picidae,Picinae
SBWP,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,,*,,988,Piciformes,Picidae,Picinae
NOFL,Northern Flicker,Colaptes auratus,COLAUT,*,,,989,Piciformes,Picidae,Picinae
YSFL,Yellow-shafted Flicker,Colaptes a. auratus,COLAAU,,,+,990,Piciformes,Picidae,Picinae
NFIN,Northern Flicker Intergrade,Colaptes a.auratus x cafer,COLAAC,,,+,991,Piciformes,Picidae,Picinae
RSFL,Red-shafted Flicker,Colaptes a. cafer,COLACA,,,+,992,Piciformes,Picidae,Picinae
GIFL,Gilded Flicker,Colaptes chrysoides,COLCHR,,,,993,Piciformes,Picidae,Picinae
FEFL,Fernandina's Flicker,Colaptes fernandinae,COLFER,,,,994,Piciformes,Picidae,Picinae
CIWO,Cinnamon Woodpecker,Celeus loricatus,CELLOR,,,,995,Piciformes,Picidae,Picinae
CCOW,Chestnut-colored Woodpecker,Celeus castaneus,CELCAS,,*,,996,Piciformes,Picidae,Picinae
LIWO,Lineated Woodpecker,Dryocopus lineatus,DRYLIN,,,,997,Piciformes,Picidae,Picinae
PIWO,Pileated Woodpecker,Dryocopus pileatus,DRYPIL,,,,998,Piciformes,Picidae,Picinae
CBWO,Crimson-bellied Woodpecker,Campephilus haematogaster,CAMHAE,,,,999,Piciformes,Picidae,Picinae
CCRW,Crimson-crested Woodpecker,Campephilus melanoleucos,CAMMEL,,*,,1000,Piciformes,Picidae,Picinae
PBIW,Pale-billed Woodpecker,Campephilus guatemalensis,CAMGUA,,*,,1001,Piciformes,Picidae,Picinae
IBWO,Ivory-billed Woodpecker,Campephilus principalis,CAMPRI,,,,1002,Piciformes,Picidae,Picinae
IMWO,Imperial Woodpecker,Campephilus imperialis,CAMIMP,,,,1003,Piciformes,Picidae,Picinae
UNWO,Unidentified Woodpecker,"Picadae (gen, sp)",PICGSP,,,+,1004,Falconiformes,Falconidae,Micrasturinae
BAFF,Barred Forest-Falcon,Micrastur ruficollis,MICRUF,,,,1005,Falconiformes,Falconidae,Micrasturinae
SBFF,Slaty-backed Forest-Falcon,Micrastur mirandollei,MICMIR,,,,1006,Falconiformes,Falconidae,Micrasturinae
COFF,Collared Forest-Falcon,Micrastur semitorquatus,MICSEM,,,,1007,Falconiformes,Falconidae,Micrasturinae
RTCA,Red-throated Caracara,Ibycter americanus,IBYAME,,,,1008,Falconiformes,Falconidae,Caracarinae
